" was not delivered nor scanned"," nu a fost livrat sau scanat"
"1 Day Freight","1 Day Freight"
"2 Day Freight","2 Day Freight"
"2Day","2 zile"
"2nd Day Air","A 2-a Zi par Avion"
"2nd Day Air AM","A 2-a Zi par Avion Dimineaţă"
"2nd Day Air AM Letter","A 2-a Zi par Avion Scrisoare Dimineaţă"
"2nd Day Air Letter","A 2-a Zi par Avion Scrisoare"
"3 Day Freight","3 Zile Livrare"
"3 Day Select","3 Zile Select"
"Access ID","ID de acces"
"Access license number","Număr licenţă de acces"
"Account ID","ID cont"
"Account number","Număr cont"
"Additional Protection Configuration Value","Valoare de configurare a protecţiei suplimentare"
"Additional Protection Enabled","Protecţie suplimentară activată"
"Additional Protection Min Subtotal","Subtotal minim al protecţiei suplimentare"
"Additional Protection Value","Valoare protecţie suplimentară"
"Additional Protection Value Rounding Method","Metoda de rotunjire a valorii protecţiei suplimentare"
"All Services","Toate serviciile"
"Allowed methods","Metode permise"
"Bound Printed Matter","Materiale printate legate"
"Business Service Center","Centru de servicii afaceri"
"Calculate Handling Fee","Calculează taxa de manipulare"
"Canada Standard","Standard Canada"
"Cannot retrieve shipping rates","Costurile de transport nu pot fi extrase"
"Commercial","Reclamă"
"Configuration","Configurare"
"Container","Container"
"Customer Packaging","Pachetul clientului"
"DHL","DHL"
"Default Package Height","Înălţime implicită pachet"
"Default Package Length","Lungime implicită pachet"
"Default Package Width","Lăţime implicită pachet"
"Delivered","Livrat"
"Destination type","Tip destinaţie"
"Displayed Error Message","Mesaj de eroare afişat"
"Domestic Shipment Days","Zile de livrare interne"
"Drop Box","Lasă cutia"
"Dropoff","De livrat la"
"Empty response","Răspuns gol"
"Enable Negotiated Rates","Activează costuri negociate"
"Enabled","Activat"
"Error #%s : %s (%s)","Eroare #%s : %s (%s)"
"Error #%s: %s","Eroare #%s: %s"
"Europe First Priority","Prima Prioritate Europa"
"Express","Expres"
"Express 10:30 AM","Expres 10:30 AM"
"Express Mail","Expres Postă"
"Express Saturday","Expres de Sâmbătă"
"Express Saver","Expres Economic"
"FedEx","FedEx"
"FedEx 10kg Box","FedEx 10kg Box"
"FedEx 25kg Box","FedEx 25kg Boxg"
"FedEx Box","FedEx Box"
"FedEx Envelope","FedEx Envelope"
"FedEx Pak","FedEx Pak"
"FedEx Tube","FedEx Tube"
"First Overnight","First Overnight"
"First-Class","Clasa întâi"
"Flat","Fix"
"Flat-Rate Box","Taxă fixă cutie"
"Flat-Rate Envelope","Taxă fixă plic"
"Free method","Metodă gratuită"
"Free shipping with minimum order amount","Livrare gratuită pentru o cantitate minimă comandată"
"Gateway URL","Gateway URL"
"Gateway XML URL","Gateway XML URL"
"Ground","Ground"
"Ground Commercial","Ground Commercial"
"Ground Residential","Ground Residential"
"Handling Applied","Manipulare aplicată"
"Handling fee","Taxă de manipulare"
"Home Delivery","Livrare acasă"
"International Economy","International Economy"
"International Express","International Express"
"International First","International First"
"International Priority","International Priority"
"International Shipment Days","International Shipment Days"
"Intl Economy Freight","Intl Economy Freight"
"Intl Priority Freight","Intl Priority Freight"
"Invalid DHL XML code for type %s: %s","Cod DHL XML incorect pentru tipul %s: %s"
"Invalid DHL XML code type: %s","Tip cod DHL XML incorect: %s"
"Invalid FedEx XML code for type %s: %s","Cod FedEx XML incorect pentru tipul %s: %s"
"Invalid FedEx XML code type: %s","Cod FedEx XML incorect pentru tipul %s"
"Invalid UPS CGI code for type %s: %s","Cod UPS CGI incorect pentru tipul %s: %s"
"Invalid UPS CGI code type: %s","Cod UPS CGI incorect pentru tipul %s"
"Invalid USPS XML code for type %s: %s","Cod USPS XML incorect pentru tipul %s: %s "
"Invalid USPS XML code type: %s","Cod USPS XML incorect pentru tipul: %s"
"Kilograms","Kilograme"
"Large","Mare"
"Letter","Scrisoare"
"Library","Librărie"
"Machinable","Maşinabil"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Greutatea maximă a pachetului (Vă rugăm să consultaţi curierul pentru greutatea maximă permisă pentru transport)"
"Media Mail","Poştă media"
"Minimum order amount for free shipping","Cantitatea minimă pentru transport gratuit"
"Next Afternoon","Next Afternoon"
"Next Day Air","Next Day Air"
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"No","Nu"
"Non-rectangular","Nerectangular"
"Order","Comandă"
"Origin of the shipment","Originea transportului"
"Oversize","Supradimensione"
"Package","Pachet"
"Package Description","Descriere pachet"
"Packaging","Împachetare"
"Parcel","Pachet"
"Parcel Post","Pachet postare"
"Password","Parolă"
"Pickup method","Metodă de ridicare"
"Please enter the package weight","Introduceţi greutatea pachetului"
"Please make sure to use only digits here. No dashes are allowed.","Vă rugăm să folosiţi doar cifre aici. Nu sunt permise cratime."
"Pounds","Lire"
"Priority Mail","Scrisoare cu prioritate"
"Priority Overnight","Prioritate peste noapte"
"Receiver","Destinatar"
"Rectangular","Rectangular"
"Regular","Normal"
"Regular Pickup","Preluare normală"
"Request Courier","Cere curier"
"Residential","Rezidenţial"
"Residential Delivery","Livrare rezidenţială"
"Response is in the wrong format","Răspunsul este în format greşit"
"Round","Rotund"
"Second Day Service","Serviciu a doua zi"
"Sender","Expeditor"
"Ship to Specific countries","Livrare în ţări specifice"
"Ship to applicable countries","Livrare în ţări aplicabile"
"Shipment Contains Hazardous Materials","Livrarea conţine materiale periculoase"
"Shipment Dutiable","Transport impozabil"
"Shipment Duty Payment Type","Formă de plată taxă transport"
"Shipment is not available.","Livrarea nu este disponibilă."
"Shipment picked up","Livrare ridicată"
"Shipment type","Tip de livrare"
"Shipper Number","Număr expeditor"
"Shipping key","Cheie de livrare"
"Shipping key (International)","Cheie de livrare (Internaţional)"
"Show method if not applicable","Arată metoda dacă nu este aplicabil"
"Size","Dimensiune"
"Sort order","Ordine de sortare"
"Standard Overnight","Standard peste noapte"
"Station","Staţie"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal cu discount"
"There is no available method for selected shipping address.","Nu există nicio metodă disponibilă pentru adresa de livrare selectată."
"Third Party","Terţ"
"Title","Titlu"
"To lower","Mai jos"
"To upper","Mai sus"
"Tracking XML URL","Urmărire URL XML"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS type","Tip UPS"
"USPS","USPS"
"Unable to retrieve tracking","Imposibil de extras monitorizarea"
"United Parcel Service","Serviciu United Parcel"
"United Parcel Service XML","Serviciu XML United Parcel"
"Unknown error","Eroare necunoscută"
"Used only when 'Additional Protection Value' is set to 'Configuration'. Can contain only numeric amount.","Folosit doar când 'Valoare Adiţională de Protecţie' este setată pe 'Configurare'. Pot conţine doar cantităţi numerice."
"User ID","ID utilizator"
"UserId","Id utilizator"
"Variable","Variabilă"
"Weight Unit","Unitate de măsură a greutăţii"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Yes","Da"
"Your Packaging","Ambalajul d-voastră"
