"* Select shipping method","* Alegeţi metoda de livrare"
"AVS Status: %s","Situaţie AVS: %s"
"Add","Adaugă"
"Add Shipping Method","Adaugă metoda de livrare"
"Allowed Methods","Metode permise"
"Amount: %s","Cantitate: %s"
"Auto-generated from GoogleCheckout Charge","Autogenerat din GoogleCheckout Charge"
"Buyer account age: %s days","Vârstă cont cumpărător: %s zile"
"CC Partial: xxxx-%s","CC Partial: xxxx-%s"
"CID Status: %s","Situaţie CID: %s"
"Carrier Calculated Methods","Metode calculate pentru curier"
"Cart Discount","Reducere coş"
"Checkout Image Style","Stil imagine pentru finalizare comandă"
"Continue Shopping URL","URL pentru continuare cumpărături"
"Debug","Depanare"
"Default Package Height (in)","Înălţime implicită pachet (in)"
"Default Package Length (in)","Lungime implicită pachet (in)"
"Default Package Width (in)","Lăţime implicită pachet (in)"
"Default price for methods","Preţ implicit pentru metode"
"Default price:","Preţ implicit:"
"Delivery Address Category","Categorie adresă de livrare"
"Delivery schedule","Program de livrare"
"Disable Default Tax Tables","Dezactivează tabele implicite de taxe"
"Eligible for protection: %s","Eligibil pentru protecţie: %s"
"Enable","Activează"
"Enable Carrier Calculated","Activează calculare curier"
"Enable Digital Delivery","Activează livrare digitală"
"Enable Flat Rate","Activează preţ fix"
"Enable Merchant Calculated","Activează calculare comerciant"
"Enable this if your checkout request is too big and being cut off.","Activează dacă cererea de plată durează prea mult şi este terminată."
"Expiration: %s","Expirare: %s"
"Financial: %s -> %s","Financiar: %s -> %s"
"Free Shipping","Livrare gratuită"
"Fulfillment: %s -> %s","Realizarea: %s -> %s"
"Google API","API Google"
"Google Authorization:","Autorizare Google:"
"Google Buyer Id: %s","ID cumpărător Google: %s"
"Google Charge:","Plată Google:"
"Google Checkout","Plată Google"
"Google Checkout Shipping - Carrier Calculated","Livrare Google Checkout - Curier calculat"
"Google Checkout Shipping - Digital Delivery","Livrare Google Checkout - Livrare digitală"
"Google Checkout Shipping - Flat Rate","Livrare Google Checkout - Preţ fix"
"Google Checkout Shipping - Merchant Calculated","Livrare Google Checkout - Calculat de comerciant"
"Google Checkout: %s","Plată Google: %s"
"Google Order Number: %s","Număr de comandă Google: %s"
"Google Refund:","Rambursare Google:"
"Google Risk Information:","Informaţii de risc Google:"
"Google order status change:","Schimbare situaţie comandă Google:"
"Hide Cart Contents During Checkout","Ascunde conţinutul coşului în timpul finalizării comenzii"
"IP Address: %s","Adresă IP: %s"
"If enabled, cart contents will be hidden after clicking on the Google Checkout button in the shopping cart, and restored if ""Edit Cart"" link was activated.","Dacă este activat, conţinutul coşului va fi ascuns după click pe butonul Google Checkout şi va fi vizibil dacă link-ul ""Editare coş"" a fost activat."
"Invoice auto-created: %s","Factură creată automat: %s"
"Is Buyer Willing To Receive Marketing E-Mails: %s","Cumpărătorul doreşte să primească emailuri de marketing: %s"
"Large - %s","Mare - %s"
"Latest Charge: %s","Ultima plată: %s"
"Latest Refund: %s","Ultimul ramburs: %s"
"Location","Locaţie"
"Medium - %s","Mediu - %s"
"Merchant ID","ID comerciant"
"Merchant Key","Cheie comerciant"
"Method","Metodă"
"New order status","Situaţie comandă nouă"
"No","Nu"
"Optional, leave empty for home page.","Opţional, lăsaţi necompletat pentru pagina principală."
"Rate 1 Amount","Rata 1 Cantitate"
"Rate 1 Ship To Applicable Countries","Rata 1 Livrare pentru ţările aplicabile"
"Rate 1 Ship to Specific Countries","Rata 1 Livrare pentru ţările specifice"
"Rate 1 Title","Rata 1 Titlu"
"Rate 2 Amount","Rata 2 Cantitate"
"Rate 2 Ship To Applicable Countries","Rata 2 Livrare pentru ţările aplicabile"
"Rate 2 Ship to Specific Countries","Rata 2 Livrare pentru ţările specifice"
"Rate 2 Title","Rata 2 Titlu"
"Rate 3 Amount","Rata 3 Cantitate"
"Rate 3 Ship To Applicable Countries","Rata 3 Livrare pentru ţările aplicabile"
"Rate 3 Ship to Specific Countries","Rata 3 Livrare pentru ţările specifice"
"Rate 3 Title","Rata 3 Titlu"
"Remove","Şterge"
"Required for live Google Checkout transactions.","Necesar pentru tranzacţii Google Checkout."
"Sandbox","Sandbox"
"Secure Callback URL","Securizează URL-ul Callback"
"Small - %s","Mic - %s"
"Total Charged: %s","Total de plată: %s"
"Total Refunded: %s","Total rambursat: %s"
"Transparent","Transparent"
"United Kingdom","UK"
"United States","SUA"
"Virtual item to reflect discount total","Produsul virtual să reflecte discountul total"
"White Background","Fundal alb"
"You will be redirected to GoogleCheckout in a few seconds.","Veţi fi redirectat spre Google Checkout în câteva secunde."
