"Name on the Card: %s","<strong>Nom sur la carte:</strong> <span class=""nowrap"">%s</span>"
"Credit Card Number: xxxx-%s","<strong>Numéro de carte de crédit:</strong> <span class=""nowrap"">xxxx-%s</span>"
"Credit Card Type: %s","<strong>Type de carte de crédit:</strong> <span class=""nowrap"">%s</span>"
"Payment Action","Action de paiement"
"Enabled","Activé"
"Shipping Address","Adresse de livraison"
"What is this?","Aide ?"
"Amex","American Express"
"Items in Your Shopping Cart","Articles dans votre panier"
"Authorization","Autorisation"
"Authorize and Capture","Autorisation et collecte"
"Update Shipping Method","Changer de mode de livraison"
"Change Payment Method","Changer de mode de paiement"
"Selected currency code (","Code de devise sélectionnée ("
"Order","Commande"
"PayPal Uk Account","Compte Paypal UK"
"Business Account","Compte professionnel"
"PayPal Accounts","Comptes Paypal"
"PayPal Email","Courriel PayPal"
"Expiration Date","Date d'expiration"
"Expiration Date: %s/%s","Date d'expiration: %s/%s"
"Start Date","Date de début"
"Sorry, no quotes are available for this order at this time.","Désolé, aucune estimation n'est actuellement disponible pour cette commande."
"Discover","Discover"
"Unknown PayPal API error: %s","Erreur inconnue de l'API PayPal: %s"
"Error in creating an invoice","Erreur lors de la création d'une facture"
"Error in refunding the payment","Erreur lors du remboursement"
"Invoice ","Facture "
"Proxy Host","Hôte proxy"
"API User Name","Identifiant d'accès à l'API"
"Invalid transaction id","Identifiant de transaction invalide"
"Debug Flag","Indicateur de déboguage"
"N/A","Indisponible"
"Billing Information","Informations de facturation"
"Shipping Information","Informations de livraison"
"Paypal IPN Invalid.","IPN Paypal invalide."
"Order total amount does not match paypal gross total amount","Le montant total de la commande ne correspond pas au montant total brut Paypal"
"Submitting order information...","Les informations de commande sont en cours d'envoi..."
"MasterCard","MasterCard"
"Shipping Method","Mode de livraison"
"Payment Method","Mode de paiement"
"Sandbox Flag","Mode sandbox (pour les tests)"
"Change Shipping Address","Modifier l'adresse de livraison"
"Edit Shopping Cart","Modifier le panier"
"API Password","Mot de passe d'accès à l'API"
"Business Name","Nom commercial"
"Product Name","Nom du produit"
"Credit Card Number","Numéro de carte de crédit"
"Issue Number","Numéro de problème"
"Card Verification Number","Numéro de vérification"
"Sort order","Ordre de tri"
"Payment from Specific countries","Paiement depuis certains pays"
"Payment from applicable countries","Paiement depuis les pays applicables"
"Website Payments Pro (Express, Direct)","Paiements pro sur site web (Express, Direct)"
"Website Payments Standard","Paiements standards sur site web"
"Place an Order","Passer une commande"
"PayPal Direct (Website Payments Pro)","PayPal Direct (Paiements pro sur site web)"
"Paypal Express (Website Payments Pro)","Paypal Express (Paiements pro sur site web)"
"PayPal Standard (Website Payments Standard)","PayPal Standard (Paiements standards sur site web)"
"Proxy Port","Port de proxy"
"Price","Prix"
"Problem during communication with PayPal","Problème pendant la communication avec PayPal"
"Name on Card","Propriétaire de la carte"
"Qty","Qté"
"Paypal Checkout","Régler via PayPal"
"API Signature","Signature de l'API"
"Subtotal","Sous total"
"New order status","Statut d'une nouvelle commande"
"Switch/Solo card start Date: %s/%s","Switch/Solo date de début de carte : %s/%s"
"Switch/Solo card issue number: %s","Switch/Solo numéro de problème de carte : %s"
"Switch/Solo Only","Switch/Solo seulement"
"Title","Titre"
"Type","Type"
"Credit Card Type","Type de carte de crédit"
"Transaction Type","Type de transaction"
"Credit Card Types","Types de cartes bancaires"
"There has been an error processing your payment. Please try later or contact us for help.","Une erreur est survenue lors de l'exécution du paiement. Veuillez réessayer plus tard ou contactez-nous."
"There was an error during communication with Paypal: %s - %s","Une erreur est survenue pendant la communication avec PayPal : %s - %s"
"There was an error connecting to the Paypal server: %s","Une erreur est survenue pendant la connexion avec le serveur PayPal: %s"
"Paypal Logo Image URL(150x150)","URL du logo Paypal (150x150)"
"Use Proxy","Utiliser un proxy"
"Received IPN verification","Vérification d'IPN reçue"
"Review Order","Vérifier la commande"
"Sale","Vente"
"Please select a shipping method...","Veuillez sélectionner un mode de livraison..."
"Please select a valid shipping method","Veuillez sélectionner une méthode de livraison valide"
"Visa","Visa"
"Your billing address will be ignored and you will be redirected to PayPal UK website","Votre adresse de facturation sera ignorée et vous allez être redirigé vers le site de Paypal UK"
"You will be redirected to paypal in a few seconds.","Vous allez être redirigé vers Paypal dans quelques secondes."
