"<a href=""%s"" target=""_blank"">Link</a>","<a href=""%s"" target=""_blank"">Link</a>"
"Saved successfully: ""%s"" [%d byte(s)]","บันทึกเรียบร้อยแล้ว : ""%s"" [%d byte(s)]"
"hour","ชั่วโมง"
"hours","ชั่วโมง"
"Error field mapping! Fields list for mapping is not defined","ฟิลด์ mapping ผิดพลาด ! รายการฟิลด์สำหรับ  mapping ไม่ได้ระบุ"
"Found %d rows","พบ %d แถว"
"Starting %s :: %s","กำลังเริ่ม %s :: %s"
"Total records: %s","รายการทั้งหมด: %s"
"Processed records: %s","รายการที่ดำเนินการแล้ว: %s"
"Skip undefined row","ข้ามแถวที่ไม่ได้ระบุ"
"Access denied to destination folder ""%s""","ปฏิเสธการเข้าถึงโฟลเดอร์ ""%s"""
"minute","นาที"
"minutes","นาที"
"Less than a minute","น้อยกว่านาที"
"Memory Used: %s","ใช้หน่วยความจำไป: %s"
"Destination folder ""%s"" is not a directory","โฟล์เดอร์ปลายทาง ""%s"" ไม่มี ไดเร็คทอรี"
"Destination folder ""%s"" does not exist or not access to create","โฟล์เดอร์ปลายทาง ""%s"" ไม่มีอยู่หรือยังไม่ได้สร้าง"
"Destination folder ""%s"" is not a writeable","โฟล์เดอร์ปลายทาง ""%s"" ไม่สามารถเขียนได้ "
"Loaded successfully: ""%s""","โหลดเรียบร้อยแล้ว: ""%s"""
"File ""%s"" don't exist","ไฟล์ ""%s"" ไม่มี"
"Could not save file: %s","ไม่สามารถบันทึกไฟล์: %s"
"Could not load file: ""%s""","ไม่สามารถโหลไฟล์: ""%s"""
"Error occured during file opening: ""%s""","เกิดข้อผิดพลาดในระหว่างการเปิดไฟล์: ""%s"""
"Done","เสร็จแล้ว"
"Declared adapter %s not found","Declared adapter %s not found"
"Dry run set, stopping execution","Dry run set, กำลังหยุดดำเนินการ"
"ETA: %s","ETA: %s"
"Method ""%s"" not defined in adapter %s","Method ""%s"" ไม่ได้ระบุใน adapter %s"
"Please declare ""adapter"" and ""method"" node first","Please declare ""adapter"" and ""method"" node first"
"Sheet 1","Sheet 1"
