"Google Sitemaps","Google Sitemaps"
"ID","ID"
"Sitemap was successfully saved","Ο Χάρτης Ιστότοπου αποθηκεύτηκε επιτυχώς"
"Sitemap was successfully deleted","Ο Χάρτης Ιστότοπου διαγράφηκε επιτυχώς"
"Start Time","Ώρα Έναρξης"
"New Sitemap","Νέος Χάρτης Ιστότοπου"
"Sitemap generate Warnings","Προειδοποιήσεις δημιουργίας Χάρτη Ιστότοπου"
"Priority","Προτεραιότητα"
"Error Email Template","Πρότυπο Email Σφάλματος"
"Always","Πάντα"
"Generation Settings","Παράμετροι Δημιουργιας"
"Error Email Recipient","Παραλήπτης Email Σφάλματος"
"Never","Ποτέ"
"Link for Google","Σύνδεσμος για το Google"
"Frequency","Συχνότητα"
"Last Time Generated","Τελευταία Φορά Που Δημιουργήθηκε"
"Sitemap","Χάρτης Ιστότοπου"
"Google Sitemap","Χάρτης Ιστότοπου Google"
"Hourly","Ωριαία"
"Monthly","Μηνιαία"
"Filename","Όνομα Αρχείου"
"Store View","Όψη Καταστήματος"
"Priority must be between 0 and 1","Η Προτεραιότητα πρέπει να είναι μεταξύ 0 και 1"
"Daily","Ημερήσια"
"Unable to find a sitemap to delete","Αδύνατη η εύρεση χάρτη Ιστότοπου για διαγραφή"
"This sitemap no longer exists","Αυτός ο χάρτης Ιστότοπου δεν υπάρχει πια"
"Error Email Sender","Αποστολέας Email Σφάλματος"
"Path","Διαδρομή"
"Manage Google Sitemaps","Διαχείριση Χαρτών Ιστοτόπoυ Google"
"Weekly","Εβδομαδιαία"
"Add Sitemap","Εισαγωγή Χάρτη Ιστότοπου"
"Enabled","Ενεργοποιημένο"
"Yearly","Ετήσια"
"Categories Options","Επιλογές Κατηγοριών"
"Products Options","Επιλογές Προϊόντων"
"CMS Pages Options","Επιλογές Σελίδων CMS"
"Edit Sitemap","Επεξεργασία Χάρτη Ιστότοπου"
