"Amex","Amex"
"API Password","API Κωδικός"
"API Signature","API Υπογραφή"
"API User Name","API Όνομα Χρήστη"
"Place an Order","Κάντε μια Παραγγελία"
"Sort order","Κανόνας Ταξινόμησης"
"New order status","Κατάσταση Νέας Παραγγελίας"
"Paypal Checkout","Ολοκλήρωση Αγορών Paypal"
"Items in Your Shopping Cart","Προϊόντα στο Καλάθι σας"
"Problem during communication with PayPal","Πρόβλημα επικοινωνίας με το PayPal"
"Order","Παραγγελία"
"Please select a valid shipping method","Παρακαλούμε επιλέξτε μια έγκυρη μέθοδο αποστολής"
"Please select a shipping method...","Παρακαλούμε επιλέξτε μια μέθοδο αποστολής..."
"Payment from Specific countries","Πληρωμή από συγκεκριμένες χώρες"
"Payment from applicable countries","Πληρωμή από εφαρμόσιμες χώρες"
"Qty","Ποσ."
"Sale","Πωλήσεις"
"Billing Information","Στοιχεία Χρέωσης"
"Shipping Information","Στοιχεία Αποστολής"
"Error in creating an invoice","Σφάλμα κατα τη δημιουργία τιμολογίου"
"Error in refunding the payment","Σφαλμα κατά την επιστροφή χρημάτων"
"Sorry, no quotes are available for this order at this time.","Συγγνώμη. Δεν υπάρχουν παραθέσεις για αυτό το προϊόν προς το παρόν."
"Credit Card Types","Τύποι Πιστωτικών Καρτών"
"Type","Τύπος"
"Credit Card Type","Τύπος Πιστωτικής Κάρτας"
"Credit Card Type: %s","Τύπος Πιστωτικής Κάρτας: %s"
"Transaction Type","Τύπος Συναλλαγής"
"Title","Τίτλος"
"What is this?","Τι είναι αυτό;"
"Price","Τιμή"
"Invoice ","Τιμολόγιο"
"Order total amount does not match paypal gross total amount","Το συνολικό ποσό της παραγγελίας δε ταιριάζει με το καθαρό συνολικό ποσό του paypal"
"There was an error during communication with Paypal: %s - %s","Υπήρξε ένα σφάλμα κατά τη διάρκεια της επικοινωνίας με το Paypal: %s - %s"
"There has been an error processing your payment. Please try later or contact us for help.","Υπήρξε ένα σφάλμα κατά τη διάρκεια της επεξεργασίας της παραγγελίας σας. Παρακαλούμε προσπαθήστε ξανά αργότερα ή επικοινωνήστε μαζί μας για βοήθεια."
"There was an error connecting to the Paypal server: %s","Υπήρξε ένα σφάλμα κατά τη σύνδεση με το διακομιστή του Paypal: %s"
"Submitting order information...","Υποβολή στοιχείων παραγγελίας..."
"Use Proxy","Χρήση Proxy"
"Payment Method","Μέθοδος Πληρωμής"
"Shipping Method","Μέθοδος Αποστολής"
"N/A","Μη διαθέσιμο"
"Product Name","Όνομα Προϊόντος"
"Name on Card","Όνομα στην Κάρτα"
"Name on the Card: %s","Όνομα στην Κάρτα: %s"
"Business Name","Όνομα Επιχείρισης"
"Subtotal","Μερικό Σύνολο"
"Authorization","Έγκριση"
"Authorize and Capture","Έγκριση και Σύλληψη"
"Proxy Port","Θύρα Proxy"
"You will be redirected to paypal in a few seconds.","Θα ανακατευθυνθείτε στο paypal σε λίγα δευτερόλεπτα."
"Your billing address will be ignored and you will be redirected to PayPal UK website","Η διέυθυνση χρέωσης σας θα αγνοηθεί και θα ανακατευθυνθείτε στον ιστότοπο PayPal UK"
"Switch/Solo card start Date: %s/%s","Ημ/νία έναρξης Switch/Solo κάρτας: %s/%s"
"Expiration Date","Ημ/νία λήξης"
"Expiration Date: %s/%s","Ημ/νία λήξης: %s/%s"
"Start Date","Ημ/νία Έναρξης"
"Credit Card Number","Αριθμός Πιστωτικής Κάρτας"
"Credit Card Number: xxxx-%s","Αριθμός Πιστωτικής Κάρτας r: xxxx-%s"
"Switch/Solo card issue number: %s","Αριθμός έκδοσης Switch/Solo κάρτας: %s"
"Issue Number","Αριθμός Έκδοσης"
"Card Verification Number","Αριθμός Επιβεβαίωσης Κάρτας"
"Change Payment Method","Αλλαγή Μεθόδου Πληρωμής"
"Change Shipping Address","Αλλαγή Διεύθυνσης Αποστολής"
"Discover","Ανακάλυψη"
"Review Order","Ανασκόπηση Παραγγελίας"
"Debug Flag","Αποσφαλμάτωση Flag"
"Shipping Address","Διεύθυνση Αποστολής"
"Unknown PayPal API error: %s","Άγνωστο σφάλμα PayPal API: %s"
"Invalid transaction id","Άκυρο id συναλλαγής"
"Paypal IPN Invalid.","Άκυρο Paypal IPN."
"Payment Action","Ενέργεια Πληρωμής"
"Update Shipping Method","Ενημέρωση Μεθόδου Αποστολής"
"Enabled","Ενεργοποιημένο"
"Received IPN verification","Επιβεβαίωση IPN ελήφθη"
"Selected currency code (","Επιλεγμένος κωδικός νομίσματος("
"Edit Shopping Cart","Επεξεργασία Καλαθιού Αγορών"
"PayPal Accounts","Λογαριασμοί PayPal"
"Business Account","Λογαριασμός Επιχείρησης"
"MasterCard","MasterCard"
"PayPal Direct (Website Payments Pro)","PayPal Direct (Website Payments Pro)"
"PayPal Email","PayPal Email"
"Paypal Express (Website Payments Pro)","Paypal Express (Website Payments Pro)"
"PayPal Standard (Website Payments Standard)","PayPal Standard (Website Payments Standard)"
"PayPal Uk Account","PayPal Uk Account"
"Proxy Host","Proxy Host"
"Sandbox Flag","Sandbox Flag"
"Switch/Solo Only","Switch/Solo Μόνο"
"Paypal Logo Image URL(150x150)","URL Εικόνας Λογότυπου Paypal (150x150)"
"Visa","Visa"
"Website Payments Pro (Express, Direct)","Website Payments Pro (Express, Direct)"
"Website Payments Standard","Website Payments Standard"
