"ID","ID"
"Status","Κατάσταση"
"Closed","Κλειστή"
"Visible In","Ορατή σε"
"New Poll","Νέα Δημοσκόπηση"
"Add New Answer","Προσθήκη Νέας Απάντησης"
"Add New Poll","Προσθήκη Νέας Δημοσκόπησης"
"Add Answer","Προσθήκη Απάντησης"
"Poll information","Πληροφορίες δημοσκόπησης"
"Poll Information","Πληροφορίες Δημοσκόπησης"
"Answer Title","Τίτλος Απάντησης"
"Answer Title:","Τίτλος Απάντησης:"
"Vote","Ψήφος"
"Answer was successfully saved","Η Απάντηση αποθηκεύτηκε επιτυχώς"
"Poll not exists","Η Δημοσκόπηση δεν υπάρχει"
"Date Posted","Ημ/μηνία Ανάρτησης"
"Date Closed","Ημ/μηνία Λήξης"
"Votes Count","Αριθμός Ψήφων"
"Votes Count:","Αριθμός Ψήφων:"
"Number of Responses","Αριθμός Απαντήσεων"
"Unable to find answer to delete.","Αδύνατη η εύρεση της απάντησης για διαγραφή."
"Open","Ανοιχτή"
"Answer with the same title in this poll","Απάντηση με τον ίδιο τίτλο σε αυτήν τη ψηφοφορία"
"Poll Answers","Απαντήσεις Δημοσκόπησης"
"Save Answer","Αποθήκευση Απάντησης"
"Save Poll","Αποθήκευση Δημοσκόπησης"
"Community Poll","Δημοσκοπηση Κοινοτητας"
"Poll with the same question","Δημοσκόπηση με την ίδια ερώτηση"
"Delete","Διαγραφή"
"Delete Answer","Διαγραφή Απάντησης"
"Delete Poll","Διαγραφή Δημοσκόπησης"
"Poll Manager","Διαχειριστής Δημοσκοπήσεων"
"Invalid Answer","Άκυρη Απάντηση"
"Poll Question","Ερώτηση Δημοσκόπησης"
"Are you sure you want to delete it?","Είστε βέβαιοι ότι θέλετε να το διαγράψετε;"
"Assigned Answers","Εκχωρημένες Απαντήσεις"
"Actions","Ενέργειες"
"Edit Answer '%s'","Επεξεργασία Απάντησης '%s'"
"Edit Poll Answer","Επεξεργασία Απάντησης Δημοσκόπησης"
"Edit Poll '%s'","Επεξεργασία Δημοσκόπησης '%s'"
"Polls","Polls"
